Symbol,Date,Close
TSLA,"Jan 2, 2018",21.37
TSLA,"Jan 3, 2018",21.15
TSLA,"Jan 4, 2018",20.97
TSLA,"Jan 5, 2018",21.11
TSLA,"Jan 8, 2018",22.43
TSLA,"Jan 9, 2018",22.25
TSLA,"Jan 10, 2018",22.32
TSLA,"Jan 11, 2018",22.53
TSLA,"Jan 12, 2018",22.41
TSLA,"Jan 16, 2018",22.67
TSLA,"Jan 17, 2018",23.14
TSLA,"Jan 18, 2018",22.97
TSLA,"Jan 19, 2018",23.33
TSLA,"Jan 22, 2018",23.44
TSLA,"Jan 23, 2018",23.52
TSLA,"Jan 24, 2018",23.06
TSLA,"Jan 25, 2018",22.51
TSLA,"Jan 26, 2018",22.86
TSLA,"Jan 29, 2018",23.3
TSLA,"Jan 30, 2018",23.05
TSLA,"Jan 31, 2018",23.62
TSLA,"Feb 1, 2018",23.28
TSLA,"Feb 2, 2018",22.92
TSLA,"Feb 5, 2018",22.21
TSLA,"Feb 6, 2018",22.26
TSLA,"Feb 7, 2018",23
TSLA,"Feb 8, 2018",21.02
TSLA,"Feb 9, 2018",20.69
TSLA,"Feb 12, 2018",21.05
TSLA,"Feb 13, 2018",21.58
TSLA,"Feb 14, 2018",21.49
TSLA,"Feb 15, 2018",22.27
TSLA,"Feb 16, 2018",22.37
TSLA,"Feb 20, 2018",22.32
TSLA,"Feb 21, 2018",22.22
TSLA,"Feb 22, 2018",23.08
TSLA,"Feb 23, 2018",23.47
TSLA,"Feb 26, 2018",23.83
TSLA,"Feb 27, 2018",23.4
TSLA,"Feb 28, 2018",22.87
TSLA,"Mar 1, 2018",22.06
TSLA,"Mar 2, 2018",22.34
TSLA,"Mar 5, 2018",22.22
TSLA,"Mar 6, 2018",21.88
TSLA,"Mar 7, 2018",22.15
TSLA,"Mar 8, 2018",21.94
TSLA,"Mar 9, 2018",21.81
TSLA,"Mar 12, 2018",23.03
TSLA,"Mar 13, 2018",22.79
TSLA,"Mar 14, 2018",21.78
TSLA,"Mar 15, 2018",21.71
TSLA,"Mar 16, 2018",21.42
TSLA,"Mar 19, 2018",20.9
TSLA,"Mar 20, 2018",20.7
TSLA,"Mar 21, 2018",21.1
TSLA,"Mar 22, 2018",20.61
TSLA,"Mar 23, 2018",20.1
TSLA,"Mar 26, 2018",20.28
TSLA,"Mar 27, 2018",18.61
TSLA,"Mar 28, 2018",17.19
TSLA,"Mar 29, 2018",17.74
TSLA,"Apr 2, 2018",16.83
TSLA,"Apr 3, 2018",17.84
TSLA,"Apr 4, 2018",19.13
TSLA,"Apr 5, 2018",20.38
TSLA,"Apr 6, 2018",19.95
TSLA,"Apr 9, 2018",19.31
TSLA,"Apr 10, 2018",20.31
TSLA,"Apr 11, 2018",20.06
TSLA,"Apr 12, 2018",19.61
TSLA,"Apr 13, 2018",20.02
TSLA,"Apr 16, 2018",19.41
TSLA,"Apr 17, 2018",19.18
TSLA,"Apr 18, 2018",19.56
TSLA,"Apr 19, 2018",20.01
TSLA,"Apr 20, 2018",19.35
TSLA,"Apr 23, 2018",18.89
TSLA,"Apr 24, 2018",18.9
TSLA,"Apr 25, 2018",18.71
TSLA,"Apr 26, 2018",19.03
TSLA,"Apr 27, 2018",19.61
TSLA,"Apr 30, 2018",19.59
TSLA,"May 1, 2018",19.99
TSLA,"May 2, 2018",20.08
TSLA,"May 3, 2018",18.96
TSLA,"May 4, 2018",19.61
TSLA,"May 7, 2018",20.18
TSLA,"May 8, 2018",20.13
TSLA,"May 9, 2018",20.46
TSLA,"May 10, 2018",20.33
TSLA,"May 11, 2018",20.07
TSLA,"May 14, 2018",19.46
TSLA,"May 15, 2018",18.95
TSLA,"May 16, 2018",19.1
TSLA,"May 17, 2018",18.97
TSLA,"May 18, 2018",18.97
TSLA,"May 21, 2018",18.97
TSLA,"May 22, 2018",18.33
TSLA,"May 23, 2018",18.6
TSLA,"May 24, 2018",18.52
TSLA,"May 25, 2018",18.59
TSLA,"May 29, 2018",18.92
TSLA,"May 30, 2018",19.45
TSLA,"May 31, 2018",18.98
TSLA,"Jun 1, 2018",19.45
TSLA,"Jun 4, 2018",19.78
TSLA,"Jun 5, 2018",19.41
TSLA,"Jun 6, 2018",21.3
TSLA,"Jun 7, 2018",21.07
TSLA,"Jun 8, 2018",21.18
TSLA,"Jun 11, 2018",22.14
TSLA,"Jun 12, 2018",22.85
TSLA,"Jun 13, 2018",22.99
TSLA,"Jun 14, 2018",23.85
TSLA,"Jun 15, 2018",23.88
TSLA,"Jun 18, 2018",24.72
TSLA,"Jun 19, 2018",23.5
TSLA,"Jun 20, 2018",24.15
TSLA,"Jun 21, 2018",23.17
TSLA,"Jun 22, 2018",22.24
TSLA,"Jun 25, 2018",22.2
TSLA,"Jun 26, 2018",22.8
TSLA,"Jun 27, 2018",22.97
TSLA,"Jun 28, 2018",23.33
TSLA,"Jun 29, 2018",22.86
TSLA,"Jul 2, 2018",22.34
TSLA,"Jul 3, 2018",20.72
TSLA,"Jul 5, 2018",20.61
TSLA,"Jul 6, 2018",20.59
TSLA,"Jul 9, 2018",21.23
TSLA,"Jul 10, 2018",21.5
TSLA,"Jul 11, 2018",21.26
TSLA,"Jul 12, 2018",21.11
TSLA,"Jul 13, 2018",21.26
TSLA,"Jul 16, 2018",20.67
TSLA,"Jul 17, 2018",21.51
TSLA,"Jul 18, 2018",21.59
TSLA,"Jul 19, 2018",21.35
TSLA,"Jul 20, 2018",20.91
TSLA,"Jul 23, 2018",20.21
TSLA,"Jul 24, 2018",19.83
TSLA,"Jul 25, 2018",20.58
TSLA,"Jul 26, 2018",20.44
TSLA,"Jul 27, 2018",19.81
TSLA,"Jul 30, 2018",19.34
TSLA,"Jul 31, 2018",19.88
TSLA,"Aug 1, 2018",20.06
TSLA,"Aug 2, 2018",23.3
TSLA,"Aug 3, 2018",23.21
TSLA,"Aug 6, 2018",22.8
TSLA,"Aug 7, 2018",25.3
TSLA,"Aug 8, 2018",24.69
TSLA,"Aug 9, 2018",23.5
TSLA,"Aug 10, 2018",23.7
TSLA,"Aug 13, 2018",23.76
TSLA,"Aug 14, 2018",23.18
TSLA,"Aug 15, 2018",22.58
TSLA,"Aug 16, 2018",22.36
TSLA,"Aug 17, 2018",20.37
TSLA,"Aug 20, 2018",20.56
TSLA,"Aug 21, 2018",21.46
TSLA,"Aug 22, 2018",21.44
TSLA,"Aug 23, 2018",21.34
TSLA,"Aug 24, 2018",21.52
TSLA,"Aug 27, 2018",21.28
TSLA,"Aug 28, 2018",20.79
TSLA,"Aug 29, 2018",20.33
TSLA,"Aug 30, 2018",20.21
TSLA,"Aug 31, 2018",20.11
TSLA,"Sep 4, 2018",19.26
TSLA,"Sep 5, 2018",18.72
TSLA,"Sep 6, 2018",18.73
TSLA,"Sep 7, 2018",17.55
TSLA,"Sep 10, 2018",19.03
TSLA,"Sep 11, 2018",18.63
TSLA,"Sep 12, 2018",19.37
TSLA,"Sep 13, 2018",19.3
TSLA,"Sep 14, 2018",19.68
TSLA,"Sep 17, 2018",19.66
TSLA,"Sep 18, 2018",19
TSLA,"Sep 19, 2018",19.93
TSLA,"Sep 20, 2018",19.89
TSLA,"Sep 21, 2018",19.94
TSLA,"Sep 24, 2018",19.98
TSLA,"Sep 25, 2018",20.07
TSLA,"Sep 26, 2018",20.64
TSLA,"Sep 27, 2018",20.5
TSLA,"Sep 28, 2018",17.65
TSLA,"Oct 1, 2018",20.71
TSLA,"Oct 2, 2018",20.07
TSLA,"Oct 3, 2018",19.65
TSLA,"Oct 4, 2018",18.79
TSLA,"Oct 5, 2018",17.46
TSLA,"Oct 8, 2018",16.7
TSLA,"Oct 9, 2018",17.52
TSLA,"Oct 10, 2018",17.13
TSLA,"Oct 11, 2018",16.82
TSLA,"Oct 12, 2018",17.25
TSLA,"Oct 15, 2018",17.31
TSLA,"Oct 16, 2018",18.44
TSLA,"Oct 17, 2018",18.12
TSLA,"Oct 18, 2018",17.59
TSLA,"Oct 19, 2018",17.33
TSLA,"Oct 22, 2018",17.4
TSLA,"Oct 23, 2018",19.61
TSLA,"Oct 24, 2018",19.23
TSLA,"Oct 25, 2018",20.99
TSLA,"Oct 26, 2018",22.06
TSLA,"Oct 29, 2018",22.32
TSLA,"Oct 30, 2018",21.99
TSLA,"Oct 31, 2018",22.49
TSLA,"Nov 1, 2018",22.95
TSLA,"Nov 2, 2018",23.09
TSLA,"Nov 5, 2018",22.76
TSLA,"Nov 6, 2018",22.74
TSLA,"Nov 7, 2018",23.21
TSLA,"Nov 8, 2018",23.43
TSLA,"Nov 9, 2018",23.37
TSLA,"Nov 12, 2018",22.09
TSLA,"Nov 13, 2018",22.58
TSLA,"Nov 14, 2018",22.93
TSLA,"Nov 15, 2018",23.23
TSLA,"Nov 16, 2018",23.62
TSLA,"Nov 19, 2018",23.56
TSLA,"Nov 20, 2018",23.17
TSLA,"Nov 21, 2018",22.55
TSLA,"Nov 23, 2018",21.72
TSLA,"Nov 26, 2018",23.07
TSLA,"Nov 27, 2018",22.93
TSLA,"Nov 28, 2018",23.19
TSLA,"Nov 29, 2018",22.74
TSLA,"Nov 30, 2018",23.37
TSLA,"Dec 3, 2018",23.9
TSLA,"Dec 4, 2018",23.98
TSLA,"Dec 6, 2018",24.2
TSLA,"Dec 7, 2018",23.86
TSLA,"Dec 10, 2018",24.34
TSLA,"Dec 11, 2018",24.45
TSLA,"Dec 12, 2018",24.44
TSLA,"Dec 13, 2018",25.12
TSLA,"Dec 14, 2018",24.38
TSLA,"Dec 17, 2018",23.23
TSLA,"Dec 18, 2018",22.47
TSLA,"Dec 19, 2018",22.2
TSLA,"Dec 20, 2018",21.03
TSLA,"Dec 21, 2018",21.32
TSLA,"Dec 24, 2018",19.69
TSLA,"Dec 26, 2018",21.74
TSLA,"Dec 27, 2018",21.08
TSLA,"Dec 28, 2018",22.26
TSLA,"Dec 31, 2018",22.19
TSLA,"Jan 2, 2019",20.67
TSLA,"Jan 3, 2019",20.02
TSLA,"Jan 4, 2019",21.18
TSLA,"Jan 7, 2019",22.33
TSLA,"Jan 8, 2019",22.36
TSLA,"Jan 9, 2019",22.57
TSLA,"Jan 10, 2019",23
TSLA,"Jan 11, 2019",23.15
TSLA,"Jan 14, 2019",22.29
TSLA,"Jan 15, 2019",22.96
TSLA,"Jan 16, 2019",23.07
TSLA,"Jan 17, 2019",23.15
TSLA,"Jan 18, 2019",20.15
TSLA,"Jan 22, 2019",19.93
TSLA,"Jan 23, 2019",19.17
TSLA,"Jan 24, 2019",19.43
TSLA,"Jan 25, 2019",19.8
TSLA,"Jan 28, 2019",19.76
TSLA,"Jan 29, 2019",19.83
TSLA,"Jan 30, 2019",20.58
TSLA,"Jan 31, 2019",20.47
TSLA,"Feb 1, 2019",20.81
TSLA,"Feb 4, 2019",20.86
TSLA,"Feb 5, 2019",21.42
TSLA,"Feb 6, 2019",21.15
TSLA,"Feb 7, 2019",20.5
TSLA,"Feb 8, 2019",20.39
TSLA,"Feb 11, 2019",20.86
TSLA,"Feb 12, 2019",20.79
TSLA,"Feb 13, 2019",20.54
TSLA,"Feb 14, 2019",20.25
TSLA,"Feb 15, 2019",20.53
TSLA,"Feb 19, 2019",20.38
TSLA,"Feb 20, 2019",20.17
TSLA,"Feb 21, 2019",19.42
TSLA,"Feb 22, 2019",19.65
TSLA,"Feb 25, 2019",19.92
TSLA,"Feb 26, 2019",19.86
TSLA,"Feb 27, 2019",20.98
TSLA,"Feb 28, 2019",21.33
TSLA,"Mar 1, 2019",19.65
TSLA,"Mar 4, 2019",19.02
TSLA,"Mar 5, 2019",18.44
TSLA,"Mar 6, 2019",18.42
TSLA,"Mar 7, 2019",18.44
TSLA,"Mar 8, 2019",18.94
TSLA,"Mar 11, 2019",19.39
TSLA,"Mar 12, 2019",18.89
TSLA,"Mar 13, 2019",19.26
TSLA,"Mar 14, 2019",19.33
TSLA,"Mar 15, 2019",18.36
TSLA,"Mar 18, 2019",17.97
TSLA,"Mar 19, 2019",17.83
TSLA,"Mar 20, 2019",18.24
TSLA,"Mar 21, 2019",18.27
TSLA,"Mar 22, 2019",17.64
TSLA,"Mar 25, 2019",17.36
TSLA,"Mar 26, 2019",17.85
TSLA,"Mar 27, 2019",18.32
TSLA,"Mar 28, 2019",18.57
TSLA,"Mar 29, 2019",18.66
TSLA,"Apr 1, 2019",19.28
TSLA,"Apr 2, 2019",19.06
TSLA,"Apr 3, 2019",19.45
TSLA,"Apr 4, 2019",17.85
TSLA,"Apr 5, 2019",18.33
TSLA,"Apr 8, 2019",18.21
